Protocol #	Country	Site #	Site Status	Site Enroll Status	PI Last Name	PI First Name	Account	Site Clin Complete - Actual	CTP Complete Date - Actual	Data Refresh Date
CA209-9ER	Brazil	59	Cancelled	Cancelled	SILVA	JAMILE	Instituto Do Cancer Do Estado De Sao Paulo - Icesp			12/7/2018
CA209-9ER	Brazil	60	Active	Recruiting	De Menezes	Juliana	Hospital Nossa Senhora Da Conceicao		9/12/2018 0:00	12/7/2018
CA209-9ER	Brazil	61	Active	Recruiting	Smaletz	Oren	Hospital Israelita Albert Einstein		9/3/2018 0:00	12/7/2018
CA209-9ER	Brazil	66	Active	Recruiting	Santos	Victor	Inca - Instituto Nacional Do Cancer		11/19/2018 0:00	12/7/2018
CA209-9ER	Brazil	74	Active	Recruiting	Kann	Ariel	Hospital Alemao Oswaldo Cruz		9/20/2018 0:00	12/7/2018
CA209-9ER	Brazil	119	Active	Recruiting	Franke	Fabio	Associacao Hospital de Caridade Ijui		9/24/2018 0:00	12/7/2018
CA209-9ER	Chile	45	Active	"Active, Not Recruiting"	Aren Frontera	Osvaldo	Centro Internacional de Estudios Clinicos		10/26/2017 0:00	12/7/2018
CA209-9ER	Czech Republic	33	Active	Recruiting	Melichar	Bohuslav	Onkologicka klinika		12/12/2017 0:00	12/7/2018
CA209-9ER	Czech Republic	34	Active	Recruiting	Kopecky	Jindrich	Klinika onkologie a radioterapie		11/30/2017 0:00	12/7/2018
CA209-9ER	France	25	Cancelled	Not Recruiting	Escudier	Bernard	Institut Gustave Roussy			12/7/2018
CA209-9ER	France	26	Cancelled	Not Recruiting	Barthelemy	Philippe	Nouvel Hopital Civil Chru De Strasbourg			12/7/2018
CA209-9ER	France	27	Cancelled	Not Recruiting	Geoffrois	Lionnel	Institut de Cancerologie de Lorraine			12/7/2018
CA209-9ER	France	28	Cancelled	Not Recruiting	Joly	Florence	Centre Francois Baclesse			12/7/2018
CA209-9ER	France	29	Cancelled	Not Recruiting	Gravis	Gwenaelle	Institut Paoli-Calmettes			12/7/2018
CA209-9ER	France	30	Cancelled	Not Recruiting	Negrier	Sylvie	Centre Leon Berard			12/7/2018
CA209-9ER	France	31	Cancelled	Not Recruiting	Oudard	Stephane	Hopital Europeen Georges Pompidou			12/7/2018
CA209-9ER	France	32	Cancelled	Not Recruiting	Gross-Goupil	Marine	Hopital Saint Andre			12/7/2018
CA209-9ER	France	134	Cancelled	Not Recruiting	El Kouri	Claude	Centre Catherine De Sienne			12/7/2018
CA209-9ER	France	141	Cancelled	Not Recruiting	Topart	Delphine	Hopital Saint Eloi			12/7/2018
CA209-9ER	France	142	Cancelled	Not Recruiting	Chevreau	Christine	Centre Claudius Regaud			12/7/2018
CA209-9ER	Germany	10	Active	Recruiting	Retz	Margitta	Klinikum Rechts Der Isar Der Tum		3/15/2018 0:00	12/7/2018
CA209-9ER	Germany	11	Active	Recruiting	Bedke	Jens	Uniklinik Tuebingen		3/15/2018 0:00	12/7/2018
CA209-9ER	Germany	12	Not Selected	Not Recruiting	Kuebler	Hubert	Univ. Klinikum Wuerzburg			12/7/2018
CA209-9ER	Germany	13	Active	Recruiting	van Essen	Julius	Universitaetsklinikum Aachen		3/19/2018 0:00	12/7/2018
CA209-9ER	Germany	14	Active	Recruiting	Augustin	Marinela	"Klinikum Nuernberg Nord, Urologische Klinik"		3/15/2018 0:00	12/7/2018
CA209-9ER	Germany	15	Not Selected	Not Recruiting	Huebner	Andreas	Urologische Praxis			12/7/2018
CA209-9ER	Germany	16	Active	Recruiting	Hauser	Stefan	Universitaetsklinikum Bonn		3/23/2018 0:00	12/7/2018
CA209-9ER	Germany	23	Active	Recruiting	Grimm	Marc-Oliver	Universitaetsklinikum Jena		4/16/2018 0:00	12/7/2018
CA209-9ER	Germany	24	Not Selected	Not Recruiting	Imkamp	Florian	Medizinische  Hochschule Hannover			12/7/2018
CA209-9ER	Germany	117	Active	Recruiting	Krege	Susanne	Klinik Essen-Mitte		5/9/2018 0:00	12/7/2018
CA209-9ER	Greece	82	Active	Recruiting	Bamias	Aristotelis	Alexandra General Hospital		3/14/2018 0:00	12/7/2018
CA209-9ER	Greece	83	Active	Recruiting	Papazisis	Konstantinos	Euromedica Hospital		3/26/2018 0:00	12/7/2018
CA209-9ER	Greece	145	Not Selected	Not Recruiting	Papadimitriou	Christos	Aretaieion Hospital			12/7/2018
CA209-9ER	Israel	69	Active	Recruiting	Leibowitz-Amit	Raya	Sheba Medical Center		4/24/2018 0:00	12/7/2018
CA209-9ER	Israel	70	Active	Recruiting	Keizman	Daniel	Meir Medical Center		6/13/2018 0:00	12/7/2018
CA209-9ER	Israel	71	Active	Recruiting	Neiman	Victoria	Rabin Medical Center		4/16/2018 0:00	12/7/2018
CA209-9ER	Israel	72	Active	Recruiting	Peer	Avivit	Rambam Health Care Campus		7/11/2018 0:00	12/7/2018
CA209-9ER	Italy	51	Active	Recruiting	Pedrazzoli	Paolo	Fondazione Irccs - Policlinico San Matteo		11/16/2017 0:00	12/7/2018
CA209-9ER	Italy	52	Active	Recruiting	Gianni	Luca	Ospedale San Raffaele		12/21/2017 0:00	12/7/2018
CA209-9ER	Italy	53	Active	Recruiting	Basso	Umberto	I.O.V. Istituto Oncologico Veneto Ircss		1/5/2018 0:00	12/7/2018
CA209-9ER	Italy	54	Active	Recruiting	Hamzaj	Alketa	Ospedale S. Donato - Usl 8		12/14/2017 0:00	12/7/2018
CA209-9ER	Italy	55	Active	Recruiting	Carteni	Giacomo	Azienda Ospedaliera Di Rilievo Nazionale A. Cardarelli		3/9/2018 0:00	12/7/2018
CA209-9ER	Italy	118	Planned	Not Recruiting	Sternberg	Cora	Azienda Ospedaliera S. Camillo Forlanini			12/7/2018
CA209-9ER	Italy	147	Active	Recruiting	Frascaroli	Mara	IRCCS Istituti Clinici Scientifici Maugeri		11/15/2018 0:00	12/7/2018
CA209-9ER	Italy	172	Planned	Not Recruiting	Bracarda	Sergio	Ospedale S.Maria			12/7/2018
CA209-9ER	Japan	148	Selected	Not Recruiting	Numakura	Kazuyuki	Akita University Hospital			12/7/2018
CA209-9ER	Japan	149	Active	Recruiting	Mizuno	Ryuichi	Keio University Hospital		10/30/2018 0:00	12/7/2018
CA209-9ER	Japan	150	Selected	Not Recruiting	Tomita	Yoshihiko	Niigata University Medical & Dental Hospital			12/7/2018
CA209-9ER	Japan	151	Selected	Not Recruiting	Kimura	Go	Nippon Medical School Hospital			12/7/2018
CA209-9ER	Japan	152	Active	Recruiting	Kondo	Tsunenori	Tokyo Women'S Medical University Medical Center East		11/9/2018 0:00	12/7/2018
CA209-9ER	Japan	153	Active	Recruiting	Kanayama	Hiroomi	Tokushima University Hospital		11/9/2018 0:00	12/7/2018
CA209-9ER	Japan	154	Active	Recruiting	Tamada	Satoshi	Osaka City University Hospital		10/11/2018 0:00	12/7/2018
CA209-9ER	Japan	155	Selected	Not Recruiting	Nishimoto	Koshiro	Saitama Medical University International Medical Center			12/7/2018
CA209-9ER	Japan	156	Selected	Not Recruiting	Yoneyama	Takahiro	Hirosaki University Hospital			12/7/2018
CA209-9ER	Japan	157	Selected	Not Recruiting	Abe	Takashige	Hokkaido University Hospital			12/7/2018
CA209-9ER	Japan	158	Selected	Not Recruiting	Fujii	Yasuhisa	"Tokyo Medical & Dental Univ Hosp, Univ Hosp of Medicine"			12/7/2018
CA209-9ER	Japan	159	Selected	Not Recruiting	Obara	Wataru	Iwate Medical University Hospital			12/7/2018
CA209-9ER	Japan	160	Selected	Not Recruiting	Nozawa	Masahiro	Kindai University Hospital.			12/7/2018
CA209-9ER	Japan	161	Selected	Not Recruiting	Eto	Masatoshi	Kyushu University Hospital			12/7/2018
CA209-9ER	Japan	162	Selected	Not Recruiting	Sakai	Hideki	Nagasaki University Hospital			12/7/2018
CA209-9ER	Japan	163	Selected	Not Recruiting	Uemura	Motohide	Osaka University Hospital			12/7/2018
CA209-9ER	Japan	164	Selected	Not Recruiting	Masumori	Naoya	Sapporo Medical University Hospital			12/7/2018
CA209-9ER	Japan	165	Selected	Not Recruiting	Tsuchiya	Norihiko	Yamagata University Hospital			12/7/2018
CA209-9ER	Japan	166	Selected	Not Recruiting	Kishida	Takeshi	Kanagawa Cancer Center			12/7/2018
CA209-9ER	Japan	167	Selected	Not Recruiting	Fukasawa	Satoshi	Chiba Cancer Center			12/7/2018
CA209-9ER	Japan	168	Selected	Not Recruiting	Harada	Kenichi	Kobe University Hospital			12/7/2018
CA209-9ER	Japan	169	Selected	Not Recruiting	Takamoto	Atsushi	Okayama University Hospital			12/7/2018
CA209-9ER	Japan	170	Selected	Not Recruiting	Nakai	Yasutomo	Osaka International Cancer institute			12/7/2018
CA209-9ER	Japan	171	Selected	Not Recruiting	Nakaigawa	Noboru	Yokohama City University Hospital			12/7/2018
CA209-9ER	Japan	173	Selected	Not Recruiting	Takano	Toshimi	Toranomon Hospital			12/7/2018
CA209-9ER	Mexico	62	Active	Recruiting	Motola Kuba	Daniel	Comite Mexicano para la Prevenion de la Osteoporosis A.C.		1/15/2018 0:00	12/7/2018
CA209-9ER	Mexico	63	Active	Recruiting	Feregrino Arreola	Juan	Hospital Medica Tec 100		1/18/2018 0:00	12/7/2018
CA209-9ER	Mexico	64	Active	Recruiting	Lopez Chuken	Yamil-Alonso	Hospital Universitario Dr. Jose Eleuterio Gonzalez		3/5/2018 0:00	12/7/2018
CA209-9ER	Mexico	65	Selected	Not Recruiting	Medina-Soto	Francisco	Hospital y Clinica OCA S.A. de C.V.	11/5/2018 0:00		12/7/2018
CA209-9ER	Mexico	101	Not Selected	Not Recruiting	Molina Alavez	Alejandro	Centro de Atencion e Investigacion Clinica en Oncologia SCP			12/7/2018
CA209-9ER	Mexico	108	Active	Recruiting	Murillo Ramirez	Emilio	"Investigacion Biomedica para el desarrollo de Farmacos, S.A. de C.V."		3/6/2018 0:00	12/7/2018
CA209-9ER	Mexico	115	Active	Recruiting	Alvarez Avitia	Miguel Angel	Instituto Nacional De Cancerologia		12/5/2018 0:00	12/7/2018
CA209-9ER	Mexico	116	Active	Recruiting	Bourlon De Los Rios	Maria	Instituto Nacional De Ciencias Medicas Y Nutricion S.Z.		4/19/2018 0:00	12/7/2018
CA209-9ER	Mexico	136	Active	Recruiting	Pacheco Perez	Rodrigo Eduardo	Merida Investigacion Clincia		4/26/2018 0:00	12/7/2018
CA209-9ER	Mexico	143	Active	Recruiting	Medina-Soto	Francisco	AXIS HEILSA S DE RL DE CV		7/25/2018 0:00	12/7/2018
CA209-9ER	Poland	84	Active	Recruiting	Centkowski	Piotr	WSS w Bialej Podlaskiej		5/18/2018 0:00	12/7/2018
CA209-9ER	Poland	85	Active	Recruiting	Wojcik-Tomaszewska	Joanna	Wojewodzkie Centrum Onkologii		1/9/2018 0:00	12/7/2018
CA209-9ER	Poland	130	Active	Recruiting	Zurawski	Bogdan	Ambulatorium Chemioterapii		1/16/2018 0:00	12/7/2018
CA209-9ER	Romania	21	Active	Recruiting	Ciuleanu	Tudor	Instit. Prof.Dr.Ion Chiricuta		11/13/2018 0:00	12/7/2018
CA209-9ER	Romania	22	Active	Recruiting	Schenker	Michael	SF. NECTARIE ONCOLOGY CENTER		11/13/2018 0:00	12/7/2018
CA209-9ER	Russian Federation	18	On Hold	Not Recruiting	Alyasova	Anna	Privolzhsky Regional Medical Center of Fed. Medical agency			12/7/2018
CA209-9ER	Russian Federation	19	On Hold	Not Recruiting	Gafanov	Rustem	Russian Scientific Center of Roentgenoradiology			12/7/2018
CA209-9ER	Russian Federation	20	Active	Recruiting	Alekseev	Boris	P. Herzen Moscow Oncology Research Institute		1/19/2018 0:00	12/7/2018
CA209-9ER	Russian Federation	99	Active	Recruiting	Nosov	Alexander	Nn Petrov Research Institute Of Oncology		3/5/2018 0:00	12/7/2018
CA209-9ER	Russian Federation	100	Selected	Not Recruiting	Matveev	Vsevolod	N.N. Blokhin National Medical Research Center of Oncology			12/7/2018
CA209-9ER	Spain	120	Active	Recruiting	Castellano	Daniel	Hosp Univer 12 De Octubre		1/4/2018 0:00	12/7/2018
CA209-9ER	Spain	121	Active	Recruiting	Arranz	Jose Angel	Hospital General Universitario Gregorio Maranon		2/1/2018 0:00	12/7/2018
CA209-9ER	Spain	122	Cancelled	Not Recruiting	Anton Aparicio	Luis Miguel	Comp. Hosp. Univ. A Coruna			12/7/2018
CA209-9ER	Spain	123	Active	Recruiting	Caballero	Cristina	Hospital General Univ De Valencia		1/3/2018 0:00	12/7/2018
CA209-9ER	Spain	124	Active	Recruiting	Perez Valderrama	Begona	Hospital Universitario Virgen Del Rocio		1/8/2018 0:00	12/7/2018
CA209-9ER	Spain	125	Active	Recruiting	Suarez	Cristina	H. Univ. Vall dHebron		12/19/2017 0:00	12/7/2018
CA209-9ER	Spain	144	Active	Recruiting	Duran	Ignacio	H. U. Marques de Valdecilla		7/26/2018 0:00	12/7/2018
CA209-9ER	Turkey	94	Active	Recruiting	Sendur	Mehmet Ali Nahit	Yildirim Beyazit University Ankara Ataturk		6/28/2018 0:00	12/7/2018
CA209-9ER	Turkey	95	Active	Recruiting	Cicin	Irfan	Trakya Universitesi Tip Fakultesi		3/2/2018 0:00	12/7/2018
CA209-9ER	Turkey	96	Active	Recruiting	Coskun	Hasan	Akdeniz Universitesi Tip Fakultesi		3/7/2018 0:00	12/7/2018
CA209-9ER	Turkey	97	Active	Recruiting	Gokoz- Dogu	Gamze	Pamukkale University Medical Faculty		4/19/2018 0:00	12/7/2018
CA209-9ER	Turkey	107	Active	Recruiting	Karadurmus	Nuri	Gulhane School of Medicine		7/16/2018 0:00	12/7/2018
CA209-9ER	Turkey	139	Active	Recruiting	Urun	Yuksel	Ankara University School of Medicine		7/6/2018 0:00	12/7/2018
CA209-9ER	Turkey	146	Selected	Not Recruiting	Ozguroglu	Mustafa	Istanbul Universitesi Cerrahpasa Tip Fakultesi Onkoloji			12/7/2018
CA209-9ER	USA	17	Active	Recruiting	Motzer	Robert	Memorial Sloan Kettering Cancer Center		12/5/2017 0:00	12/7/2018
CA209-9ER	USA	35	Active	Recruiting	Hsieh	James	Washington University School Of Medicine		10/9/2017 0:00	12/7/2018
CA209-9ER	USA	36	Active	Recruiting	Kuzel	Timothy	Rush University Med Ctr		9/17/2018 0:00	12/7/2018
CA209-9ER	USA	37	Active	Recruiting	Choueiri	Toni	Dana Farber Cancer Institute		2/28/2018 0:00	12/7/2018
CA209-9ER	USA	38	Clinically Complete	Recruiting	Alva	Ajjai Shivaram	University Of Michigan	7/19/2018 0:00	11/6/2017 0:00	12/7/2018
CA209-9ER	USA	39	Cancelled	Not Recruiting	Tykodi	Scott	University Of Washington			12/7/2018
CA209-9ER	USA	40	Selected	Not Recruiting	George	Saby	Roswell Park Cancer Institute			12/7/2018
CA209-9ER	USA	41	Cancelled	Not Recruiting	Agarwal	Neeraj	Huntsman Cancer Institute			12/7/2018
CA209-9ER	USA	42	Active	Recruiting	Ahn	Eugene	Midwestern Regional Medical Center		12/15/2017 0:00	12/7/2018
CA209-9ER	USA	44	Active	Recruiting	Tan	Alan	Cancer Treatment Centers of America-Western		11/15/2017 0:00	12/7/2018
CA209-9ER	USA	67	Active	Recruiting	Ryan	Christopher	Oregon Health & Science University		8/3/2018 0:00	12/7/2018
CA209-9ER	USA	68	Active	Recruiting	Shah	Amishi	MD Anderson Cancer Center		11/9/2017 0:00	12/7/2018
CA209-9ER	USA	75	Active	Recruiting	Hutson	Thomas	Baylor Sammons Cancer Center		2/8/2018 0:00	12/7/2018
CA209-9ER	USA	76	Cancelled	Not Recruiting	Kovoor	Philip	Texas Oncology Plano West Cancer Center			12/7/2018
CA209-9ER	USA	77	Active	Recruiting	Meshad	Michael	"Southern Cancer Center, Inc."		7/11/2017 0:00	12/7/2018
CA209-9ER	USA	78	Active	Recruiting	Roque	Tammy	Texas Cancer Center - Sherman		7/27/2017 0:00	12/7/2018
CA209-9ER	USA	79	Cancelled	Not Recruiting	Watkins	David	Texas Oncology-Midland Allison Cancer Center			12/7/2018
CA209-9ER	USA	80	Active	Recruiting	Yorio	Jeffrey	Texas Oncology		7/18/2017 0:00	12/7/2018
CA209-9ER	USA	81	Cancelled	Not Recruiting	Johns	Mark	Oncology Hematology Care Incorporated			12/7/2018
CA209-9ER	USA	86	Active	Recruiting	Taha	Mahdi	Southeastern Regional Medical Center - CTCA		11/29/2017 0:00	12/7/2018
CA209-9ER	USA	87	Active	Recruiting	Dakhil	Shaker	Cancer Center Of Kansas		5/25/2018 0:00	12/7/2018
CA209-9ER	USA	88	Active	Recruiting	Dicarlo	Brian	Coastal Integrative Cancer Care		5/23/2018 0:00	12/7/2018
CA209-9ER	USA	89	Active	Recruiting	Dichmann	Robert	Central Coast Med Oncology		5/17/2018 0:00	12/7/2018
CA209-9ER	USA	90	Active	Recruiting	Hool	Hugo	"Cancer Care Associates Medical Group, Inc."		4/24/2018 0:00	12/7/2018
CA209-9ER	USA	91	Active	Recruiting	Sadiq	Ahad	Ft. Wayne Med Onco-Hema Inc		3/29/2018 0:00	12/7/2018
CA209-9ER	USA	92	Cancelled	Cancelled	Tang	Ronald	Los Angeles Cancer Network			12/7/2018
CA209-9ER	USA	93	Active	Recruiting	Drakaki	Alexandra	UCLA Hematology Oncology		5/8/2018 0:00	12/7/2018
CA209-9ER	USA	102	Active	Recruiting	Vogelzang	Nicholas	Comprehensive Cancer Centers of Nevada		9/1/2017 0:00	12/7/2018
CA209-9ER	USA	103	Active	Recruiting	Kessler	Elizabeth	University Of Colorado Cancer Center		10/23/2017 0:00	12/7/2018
CA209-9ER	USA	104	Cancelled	Not Recruiting	Choueiri	Toni	Beth Israel Deaconess Medical Center			12/7/2018
CA209-9ER	USA	105	Active	Recruiting	Bendell	Johanna	"Tennessee Oncology, PLLC"		1/19/2018 0:00	12/7/2018
CA209-9ER	USA	106	Active	Recruiting	Van Veldhuizen	Peter	HCA Midwest Division		3/6/2018 0:00	12/7/2018
CA209-9ER	USA	113	Active	Recruiting	Choueiri	Toni	Massachusetts General Hospital		3/5/2018 0:00	12/7/2018
CA209-9ER	USA	127	Active	Recruiting	Nikolinakos	Petros	University Cancer Blood Ctr		5/21/2018 0:00	12/7/2018
CA209-9ER	USA	128	Cancelled	Not Recruiting	Mathew	Paul	Tufts Medical Center			12/7/2018
CA209-9ER	USA	131	Active	Recruiting	Fleming	Mark	Virginia Oncology Associates		11/14/2017 0:00	12/7/2018
CA209-9ER	USA	132	Active	Recruiting	Shaheen	Montaser	University of Arizona Cancer Center		9/5/2018 0:00	12/7/2018
CA209-9ER	USA	133	Active	Recruiting	Patel	Ravindranath	"CBCC Global Research, Inc."		5/15/2018 0:00	12/7/2018
CA209-9ER	USA	135	Active	Recruiting	Nair	Suresh	Lehigh Valley Health Network		1/11/2018 0:00	12/7/2018
CA209-9ER	USA	137	Cancelled	Not Recruiting	Apolo	Andrea	National Cancer Institute			12/7/2018
CA209-9ER	United Kingdom	109	Active	Recruiting	Hawkins	Robert	Christie Hospital Nhs Trust		6/17/2018 0:00	12/7/2018
CA209-9ER	United Kingdom	110	Not Selected	Not Applicable	Pickering	Lisa	Royal Marsden Hospital - Sutton Site			12/7/2018
CA209-9ER	United Kingdom	111	Active	Recruiting	Powles	Thomas	BARTS CANCER INSTITUTE		7/22/2018 0:00	12/7/2018
CA209-9ER	United Kingdom	112	Cancelled	Not Applicable	Azzabi	Ashraf	Freeman Hospital			12/7/2018
CA209-9ER	United Kingdom	140	Active	Recruiting	McGrane	John	Royal Cornwall Hospital		8/16/2018 0:00	12/7/2018
CA209-9ET	USA	1	Active	Recruiting	Glaspy	John	Ucla Medical Center		10/17/2018 0:00	12/7/2018
CA209-9EU	USA	1	Active	Recruiting	Jeter	Joanne	Ohio State University		8/13/2018 0:00	12/7/2018
CA209-9F3	USA	1	Active	Recruiting	Voorhies	Benjamin	Huntsman Cancer Institute At The Univ. Of Utah		12/18/2017 0:00	12/7/2018
CA209-9F4	USA	1	Active	Recruiting	Hu-Lieskovan	Siwen	UCLA		6/13/2018 0:00	12/7/2018
CA209-9FA	USA	1	Active	Recruiting	Liao	Chih-Yi	University Of Chicago		8/24/2017 0:00	12/7/2018
CA209-9FA	USA	2	Active	Recruiting	George	Ben	Medical College of Wisconsin		4/23/2018 0:00	12/7/2018
CA209-9FA	USA	3	Active	Recruiting	Iyer	Renuka	Roswell Park Cancer Institute		1/11/2018 0:00	12/7/2018
CA209-9FC	USA	1	Active	Recruiting	Sahai	Vaibhav	University Of Michigan		7/25/2017 0:00	12/7/2018
CA209-9FC	USA	2	Active	Recruiting	Beg	Muhammad Shaalan	UT Southwestern Simmons Cancer Center		2/5/2018 0:00	12/7/2018
CA209-9FC	USA	3	Active	Recruiting	Shaib	Walid	The Emory Clinic		3/30/2018 0:00	12/7/2018
CA209-9FC	USA	4	Active	Recruiting	Kazmi	Syed	UT Southwestern Simmons Cancer Center		7/24/2018 0:00	12/7/2018
CA209-9FC	USA	5	Active	Recruiting	Lohrey	Jay	Moncrief Cancer Institute		8/1/2018 0:00	12/7/2018
CA209-9FC	USA	6	Active	Recruiting	Deming	Dustin	University Of Wisconsin		9/4/2018 0:00	12/7/2018
CA209-9FC	USA	7	Planned	Not Recruiting	Zhen	David	Seattle Cancer Care Alliance			12/7/2018
CA209-9FC	USA	8	Active	Recruiting	Benson	Al Bowen	Northwestern University Feinberg School of Medicine		7/23/2018 0:00	12/7/2018
CA209-9FC	USA	9	Selected	Not Recruiting	O Dwyer	Peter	University Of Pennsylvania			12/7/2018
CA209-9FG	Turkey	1	Active	Not Applicable	Sahinli	Hayriye	Gazi Universitesi		3/17/2017 0:00	12/7/2018
CA209-9FJ	USA	1	Active	Recruiting	Wang	Chia-Ching	Ucsf		3/8/2018 0:00	12/7/2018
CA209-9FK	USA	1	Active	Recruiting	Roland	Christina	University Of Texas Md Anderson Cancer Ctr		8/14/2017 0:00	12/7/2018
CA209-9FL	USA	1	Active	Not Applicable	Bristol-Myers Squibb	Mr	Parexel International		2/2/2017 0:00	12/7/2018
CA209-9FN	Norway	1	Active	Recruiting	Kyte	Jon Amund	Oslo University Hospital - Rikshospitalet		1/24/2018 0:00	12/7/2018
CA209-9FN	Norway	2	Cancelled	Not Recruiting	Engebraten	Olav	Oslo University Hospital			12/7/2018
CA209-9FN	Norway	3	Active	Recruiting	Gilje	Bjornar	Stavanger University Hospital		1/24/2018 0:00	12/7/2018
CA209-9FN	Norway	4	Active	Recruiting	Kersten	Christian	Sorlandet Sykehus Kristiansand		1/24/2018 0:00	12/7/2018
CA209-9FT	USA	1	Active	Recruiting	Zinner	Ralph	Thomas Jefferson University		10/18/2017 0:00	12/7/2018
CA209-9FT	USA	2	Selected	Not Recruiting	Haigentz	Missak	Atlantic Health System			12/7/2018
CA209-9FW	Italy	1	Active	Recruiting	Licitra	Lisa	Creapharm		10/4/2017 0:00	12/7/2018
CA209-9FW	Italy	2	Planned	Not Recruiting	Licitra	Lisa	IRCCS Istituto Nazionale Tumori Milano			12/7/2018
CA209-9G6	USA	1	Active	Recruiting	Osullivan Coyne	Geraldine	National Institute Of Health		11/28/2017 0:00	12/7/2018
CA209-9G7	Portugal	1	Active	Recruiting	Castelo Passos Coelho	Jose Luis	Hospital Beatriz Angelo		9/20/2018 0:00	12/7/2018
CA209-9G7	Portugal	2	Planned	Not Recruiting	Mauricio	Maria	"IPO Porto Francisco Gentil, E.P.E"			12/7/2018
CA209-9G7	Portugal	3	Planned	Not Recruiting	Brito Goncalves	Margarida	"Instituto Portugues De Oncologia De Lisboa Francisco Gentil, E.P.E"			12/7/2018
CA209-9G7	Portugal	4	Planned	Not Recruiting	Sousa	Gabriela	"Instituto Portugues de Oncologia de Coimbra Francisco Gentil, E.P.E"			12/7/2018
CA209-9G8	USA	1	Active	Recruiting	Gordon	Erlinda	Sarcoma Oncology Center		5/9/2017 0:00	12/7/2018
CA209-9G9	USA	1	Active	Recruiting	Leal	Ticiana	University of Wisconsin Hospital and Clinics		5/11/2018 0:00	12/7/2018
CA209-9GA	USA	1	Active	Recruiting	Ansell	Stephen	Mayo Clinic		11/30/2017 0:00	12/7/2018
CA209-9GC	USA	1	Active	Recruiting	Galsky	Matthew	Mount Sinai Medical Center		4/9/2018 0:00	12/7/2018
CA209-9GD	Canada	1	Active	Recruiting	Kapoor	Anil	McMaster University		10/13/2017 0:00	12/7/2018
CA209-9GF	USA	1	Active	Recruiting	Tannir	Nizar	MD Anderson Cancer Center		8/14/2017 0:00	12/7/2018
CA209-9GJ	USA	1	Active	Recruiting	Vanderwalde	Ari	The West Clinic		7/17/2017 0:00	12/7/2018
CA209-9GK	Netherlands	1	Active	Not Applicable	Kok	Marleen	Netherlands Cancer Institute		12/29/2016 0:00	12/7/2018
CA209-9GM	France	1	Active	Recruiting	Zalcman	Gerard	French Cooperative Thoracic Intergroup (IFCT)		2/6/2018 0:00	12/7/2018
CA209-9GT	USA	1	Active	Not Applicable	Deyle	Alex	"Flatiron Health, Inc."			12/7/2018
CA209-9GW	Australia	14	Clinically Complete	Completed	Clarke	Stephen	Royal North Shore Hospital	8/9/2018 0:00	11/15/2017 0:00	12/7/2018
CA209-9GW	Canada	5	Clinically Complete	"Active, Not Recruiting"	Sawyer	Michael	Cross Cancer Institute	11/13/2018 0:00	11/17/2017 0:00	12/7/2018
CA209-9GW	France	8	Active	"Active, Not Recruiting"	Cassier	Philippe	Centre Leon Berard		9/5/2017 0:00	12/7/2018
CA209-9GW	France	9	Active	"Active, Not Recruiting"	Goncalves	Anthony	Institut Paoli-Calmettes		9/14/2017 0:00	12/7/2018
CA209-9GW	France	10	Active	"Active, Not Recruiting"	Borel	Christian	Centre Paul Strauss		9/11/2017 0:00	12/7/2018
CA209-9GW	Germany	12	Active	Completed	Fritsch	Ralph	Medizinische Universitaetsklinik Freiburg		12/13/2017 0:00	12/7/2018
CA209-9GW	Germany	13	Clinically Complete	Completed	Wermke	Martin	Universitaetsklinikum Carl Gustav Carus	7/19/2018 0:00	12/12/2017 0:00	12/7/2018
CA209-9GW	Germany	18	Clinically Complete	Completed	Mikus	Gerd	Universitaetsklinik Heidelberg	9/6/2018 0:00	12/12/2017 0:00	12/7/2018
CA209-9GW	Italy	15	Active	Completed	Gianni	Luca	Ospedale San Raffaele		10/13/2017 0:00	12/7/2018
CA209-9GW	Italy	16	Clinically Complete	Completed	Ascierto	Paolo	Istituto Nazionale Tumori Fondazione Pascale	10/22/2018 0:00	11/15/2017 0:00	12/7/2018
CA209-9GW	Spain	19	Active	"Active, Not Recruiting"	Provencio	Mariano	Hosp. Univ. Puerta De Hierro		9/5/2017 0:00	12/7/2018
CA209-9GW	Spain	20	Active	"Active, Not Recruiting"	Calvo	Aitana	Hospital Gral. Univ. Gregorio Maranon		7/12/2017 0:00	12/7/2018
CA209-9GW	Switzerland	17	Active	"Active, Not Recruiting"	Rothschild	Sacha	Klinik Fur Onkologie		10/10/2017 0:00	12/7/2018
CA209-9GW	Switzerland	21	Active	"Active, Not Recruiting"	Nguyen-Ngoc	Tu	University Hospital of Lausanne		11/14/2017 0:00	12/7/2018
CA209-9GW	USA	1	Active	Completed	Sanborn	Rachel	Providence Portland Medical Center		6/14/2017 0:00	12/7/2018
CA209-9GW	USA	2	Clinically Complete	Completed	Acosta Rivera	Mirelis	Fundacion De Investigacion	8/23/2018 0:00	6/20/2017 0:00	12/7/2018
CA209-9GW	USA	3	Clinically Complete	Completed	Leong	Stephen	University Of Colorado	11/19/2018 0:00	6/28/2017 0:00	12/7/2018
CA209-9GW	USA	4	Active	Completed	Sahai	Vaibhav	University Of Michigan		9/5/2017 0:00	12/7/2018
CA209-9GW	USA	6	Active	"Active, Not Recruiting"	Han	Hyo	Moffitt Cancer Center		7/17/2017 0:00	12/7/2018
